街道,区划代码,县区,区划代码,城市,区划代码,省份
东华门街道,110101001000	,东城区,110101000000	,东城区,110101000000	,北京市
景山街道,110101002000	,东城区,110101000000	,东城区,110101000000	,北京市
交道口街道,110101003000	,东城区,110101000000	,东城区,110101000000	,北京市
安定门街道,110101004000	,东城区,110101000000	,东城区,110101000000	,北京市
北新桥街道,110101005000	,东城区,110101000000	,东城区,110101000000	,北京市
东四街道,110101006000	,东城区,110101000000	,东城区,110101000000	,北京市
朝阳门街道,110101007000	,东城区,110101000000	,东城区,110101000000	,北京市
建国门街道,110101008000	,东城区,110101000000	,东城区,110101000000	,北京市
东直门街道,110101009000	,东城区,110101000000	,东城区,110101000000	,北京市
和平里街道,110101010000	,东城区,110101000000	,东城区,110101000000	,北京市
前门街道,110101011000	,东城区,110101000000	,东城区,110101000000	,北京市
崇文门外街道,110101012000	,东城区,110101000000	,东城区,110101000000	,北京市
东花市街道,110101013000	,东城区,110101000000	,东城区,110101000000	,北京市
龙潭街道,110101014000	,东城区,110101000000	,东城区,110101000000	,北京市
体育馆路街道,110101015000	,东城区,110101000000	,东城区,110101000000	,北京市
天坛街道,110101016000	,东城区,110101000000	,东城区,110101000000	,北京市
永定门外街道,110101017000	,东城区,110101000000	,东城区,110101000000	,北京市
西长安街街道,110102001000	,西城区,110102000000	,西城区,110102000000	,北京市
新街口街道,110102003000	,西城区,110102000000	,西城区,110102000000	,北京市
月坛街道,110102007000	,西城区,110102000000	,西城区,110102000000	,北京市
展览路街道,110102009000	,西城区,110102000000	,西城区,110102000000	,北京市
德胜街道,110102010000	,西城区,110102000000	,西城区,110102000000	,北京市
金融街街道,110102011000	,西城区,110102000000	,西城区,110102000000	,北京市
什刹海街道,110102012000	,西城区,110102000000	,西城区,110102000000	,北京市
大栅栏街道,110102013000	,西城区,110102000000	,西城区,110102000000	,北京市
天桥街道,110102014000	,西城区,110102000000	,西城区,110102000000	,北京市
椿树街道,110102015000	,西城区,110102000000	,西城区,110102000000	,北京市
陶然亭街道,110102016000	,西城区,110102000000	,西城区,110102000000	,北京市
广安门内街道,110102017000	,西城区,110102000000	,西城区,110102000000	,北京市
牛街街道,110102018000	,西城区,110102000000	,西城区,110102000000	,北京市
白纸坊街道,110102019000	,西城区,110102000000	,西城区,110102000000	,北京市
广安门外街道,110102020000	,西城区,110102000000	,西城区,110102000000	,北京市
建外街道,110105001000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
朝外街道,110105002000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
呼家楼街道,110105003000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
三里屯街道,110105004000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
左家庄街道,110105005000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
香河园街道,110105006000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
和平街街道,110105007000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
安贞街道,110105008000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
亚运村街道,110105009000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
小关街道,110105010000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
酒仙桥街道,110105011000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
麦子店街道,110105012000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
团结湖街道,110105013000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
六里屯街道,110105014000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
八里庄街道,110105015000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
双井街道,110105016000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
劲松街道,110105017000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
潘家园街道,110105018000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
垡头街道,110105019000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
南磨房地区,110105021000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
高碑店地区,110105022000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
将台地区,110105023000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
太阳宫地区,110105024000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
大屯街道,110105025000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
望京街道,110105026000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
小红门地区,110105027000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
十八里店地区,110105028000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
平房地区,110105029000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
东风地区,110105030000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
奥运村街道,110105031000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
来广营地区,110105032000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
常营地区,110105033000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
三间房地区,110105034000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
管庄地区,110105035000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
金盏地区,110105036000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
孙河地区,110105037000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
崔各庄地区,110105038000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
东坝地区,110105039000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
黑庄户地区,110105040000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
豆各庄地区,110105041000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
王四营地区,110105042000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
东湖街道,110105043000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
首都机场街道,110105400000	,朝阳区,110105000000	,朝阳区,110105000000	,北京市
右安门街道,110106001000	,丰台区,110106000000	,丰台区,110106000000	,北京市
太平桥街道,110106002000	,丰台区,110106000000	,丰台区,110106000000	,北京市
西罗园街道,110106003000	,丰台区,110106000000	,丰台区,110106000000	,北京市
大红门街道,110106004000	,丰台区,110106000000	,丰台区,110106000000	,北京市
南苑街道,110106005000	,丰台区,110106000000	,丰台区,110106000000	,北京市
东高地街道,110106006000	,丰台区,110106000000	,丰台区,110106000000	,北京市
东铁匠营街道,110106007000	,丰台区,110106000000	,丰台区,110106000000	,北京市
卢沟桥街道,110106008000	,丰台区,110106000000	,丰台区,110106000000	,北京市
丰台街道,110106009000	,丰台区,110106000000	,丰台区,110106000000	,北京市
新村街道,110106010000	,丰台区,110106000000	,丰台区,110106000000	,北京市
长辛店街道,110106011000	,丰台区,110106000000	,丰台区,110106000000	,北京市
云岗街道,110106012000	,丰台区,110106000000	,丰台区,110106000000	,北京市
方庄地区,110106013000	,丰台区,110106000000	,丰台区,110106000000	,北京市
宛平城地区,110106014000	,丰台区,110106000000	,丰台区,110106000000	,北京市
马家堡街道,110106015000	,丰台区,110106000000	,丰台区,110106000000	,北京市
和义街道,110106016000	,丰台区,110106000000	,丰台区,110106000000	,北京市
卢沟桥地区,110106017000	,丰台区,110106000000	,丰台区,110106000000	,北京市
花乡地区,110106018000	,丰台区,110106000000	,丰台区,110106000000	,北京市
南苑地区,110106019000	,丰台区,110106000000	,丰台区,110106000000	,北京市
长辛店镇,110106100000	,丰台区,110106000000	,丰台区,110106000000	,北京市
王佐镇,110106101000	,丰台区,110106000000	,丰台区,110106000000	,北京市
八宝山街道,110107001000	,石景山区,110107000000	,石景山区,110107000000	,北京市
老山街道,110107002000	,石景山区,110107000000	,石景山区,110107000000	,北京市
八角街道,110107003000	,石景山区,110107000000	,石景山区,110107000000	,北京市
古城街道,110107004000	,石景山区,110107000000	,石景山区,110107000000	,北京市
苹果园街道,110107005000	,石景山区,110107000000	,石景山区,110107000000	,北京市
金顶街街道,110107006000	,石景山区,110107000000	,石景山区,110107000000	,北京市
广宁街道,110107009000	,石景山区,110107000000	,石景山区,110107000000	,北京市
五里坨街道,110107010000	,石景山区,110107000000	,石景山区,110107000000	,北京市
鲁谷街道,110107011000	,石景山区,110107000000	,石景山区,110107000000	,北京市
万寿路街道,110108001000	,海淀区,110108000000	,海淀区,110108000000	,北京市
永定路街道,110108002000	,海淀区,110108000000	,海淀区,110108000000	,北京市
羊坊店街道,110108003000	,海淀区,110108000000	,海淀区,110108000000	,北京市
甘家口街道,110108004000	,海淀区,110108000000	,海淀区,110108000000	,北京市
八里庄街道,110108005000	,海淀区,110108000000	,海淀区,110108000000	,北京市
紫竹院街道,110108006000	,海淀区,110108000000	,海淀区,110108000000	,北京市
北下关街道,110108007000	,海淀区,110108000000	,海淀区,110108000000	,北京市
北太平庄街道,110108008000	,海淀区,110108000000	,海淀区,110108000000	,北京市
学院路街道,110108010000	,海淀区,110108000000	,海淀区,110108000000	,北京市
中关村街道,110108011000	,海淀区,110108000000	,海淀区,110108000000	,北京市
海淀街道,110108012000	,海淀区,110108000000	,海淀区,110108000000	,北京市
青龙桥街道,110108013000	,海淀区,110108000000	,海淀区,110108000000	,北京市
清华园街道,110108014000	,海淀区,110108000000	,海淀区,110108000000	,北京市
燕园街道,110108015000	,海淀区,110108000000	,海淀区,110108000000	,北京市
香山街道,110108016000	,海淀区,110108000000	,海淀区,110108000000	,北京市
清河街道,110108017000	,海淀区,110108000000	,海淀区,110108000000	,北京市
花园路街道,110108018000	,海淀区,110108000000	,海淀区,110108000000	,北京市
西三旗街道,110108019000	,海淀区,110108000000	,海淀区,110108000000	,北京市
马连洼街道,110108020000	,海淀区,110108000000	,海淀区,110108000000	,北京市
田村路街道,110108021000	,海淀区,110108000000	,海淀区,110108000000	,北京市
上地街道,110108022000	,海淀区,110108000000	,海淀区,110108000000	,北京市
万柳地区,110108023000	,海淀区,110108000000	,海淀区,110108000000	,北京市
东升地区,110108024000	,海淀区,110108000000	,海淀区,110108000000	,北京市
曙光街道,110108025000	,海淀区,110108000000	,海淀区,110108000000	,北京市
温泉地区,110108026000	,海淀区,110108000000	,海淀区,110108000000	,北京市
四季青地区,110108027000	,海淀区,110108000000	,海淀区,110108000000	,北京市
西北旺地区,110108028000	,海淀区,110108000000	,海淀区,110108000000	,北京市
苏家坨地区,110108029000	,海淀区,110108000000	,海淀区,110108000000	,北京市
上庄地区,110108030000	,海淀区,110108000000	,海淀区,110108000000	,北京市
大峪街道,110109001000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
城子街道,110109002000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
东辛房街道,110109003000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
大台街道,110109004000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
王平地区,110109005000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
永定地区,110109006000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
龙泉地区,110109007000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
潭柘寺镇,110109101000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
军庄镇,110109104000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
雁翅镇,110109105000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
斋堂镇,110109106000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
清水镇,110109107000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
妙峰山镇,110109108000	,门头沟区,110109000000	,门头沟区,110109000000	,北京市
城关街道,110111001000	,房山区,110111000000	,房山区,110111000000	,北京市
新镇街道,110111002000	,房山区,110111000000	,房山区,110111000000	,北京市
向阳街道,110111004000	,房山区,110111000000	,房山区,110111000000	,北京市
东风街道,110111005000	,房山区,110111000000	,房山区,110111000000	,北京市
迎风街道,110111006000	,房山区,110111000000	,房山区,110111000000	,北京市
星城街道,110111007000	,房山区,110111000000	,房山区,110111000000	,北京市
良乡地区,110111008000	,房山区,110111000000	,房山区,110111000000	,北京市
周口店地区,110111009000	,房山区,110111000000	,房山区,110111000000	,北京市
琉璃河地区,110111010000	,房山区,110111000000	,房山区,110111000000	,北京市
拱辰街道,110111011000	,房山区,110111000000	,房山区,110111000000	,北京市
西潞街道,110111012000	,房山区,110111000000	,房山区,110111000000	,北京市
阎村镇,110111101000	,房山区,110111000000	,房山区,110111000000	,北京市
窦店镇,110111103000	,房山区,110111000000	,房山区,110111000000	,北京市
石楼镇,110111104000	,房山区,110111000000	,房山区,110111000000	,北京市
长阳镇,110111105000	,房山区,110111000000	,房山区,110111000000	,北京市
河北镇,110111107000	,房山区,110111000000	,房山区,110111000000	,北京市
长沟镇,110111108000	,房山区,110111000000	,房山区,110111000000	,北京市
大石窝镇,110111109000	,房山区,110111000000	,房山区,110111000000	,北京市
张坊镇,110111110000	,房山区,110111000000	,房山区,110111000000	,北京市
十渡镇,110111111000	,房山区,110111000000	,房山区,110111000000	,北京市
青龙湖镇,110111112000	,房山区,110111000000	,房山区,110111000000	,北京市
韩村河镇,110111115000	,房山区,110111000000	,房山区,110111000000	,北京市
霞云岭乡,110111208000	,房山区,110111000000	,房山区,110111000000	,北京市
南窖乡,110111209000	,房山区,110111000000	,房山区,110111000000	,北京市
佛子庄乡,110111210000	,房山区,110111000000	,房山区,110111000000	,北京市
大安山乡,110111211000	,房山区,110111000000	,房山区,110111000000	,北京市
史家营乡,110111212000	,房山区,110111000000	,房山区,110111000000	,北京市
蒲洼乡,110111213000	,房山区,110111000000	,房山区,110111000000	,北京市
中仓街道,110112001000	,通州区,110112000000	,通州区,110112000000	,北京市
新华街道,110112002000	,通州区,110112000000	,通州区,110112000000	,北京市
北苑街道,110112003000	,通州区,110112000000	,通州区,110112000000	,北京市
玉桥街道,110112004000	,通州区,110112000000	,通州区,110112000000	,北京市
潞源街道,110112007000	,通州区,110112000000	,通州区,110112000000	,北京市
通运街道,110112008000	,通州区,110112000000	,通州区,110112000000	,北京市
宋庄镇,110112104000	,通州区,110112000000	,通州区,110112000000	,北京市
张家湾镇,110112105000	,通州区,110112000000	,通州区,110112000000	,北京市
漷县镇,110112106000	,通州区,110112000000	,通州区,110112000000	,北京市
马驹桥镇,110112109000	,通州区,110112000000	,通州区,110112000000	,北京市
西集镇,110112110000	,通州区,110112000000	,通州区,110112000000	,北京市
台湖镇,110112114000	,通州区,110112000000	,通州区,110112000000	,北京市
永乐店镇,110112117000	,通州区,110112000000	,通州区,110112000000	,北京市
潞城镇,110112119000	,通州区,110112000000	,通州区,110112000000	,北京市
永顺镇,110112120000	,通州区,110112000000	,通州区,110112000000	,北京市
梨园镇,110112121000	,通州区,110112000000	,通州区,110112000000	,北京市
于家务回族乡,110112209000	,通州区,110112000000	,通州区,110112000000	,北京市
胜利街道,110113001000	,顺义区,110113000000	,顺义区,110113000000	,北京市
光明街道,110113002000	,顺义区,110113000000	,顺义区,110113000000	,北京市
仁和地区,110113003000	,顺义区,110113000000	,顺义区,110113000000	,北京市
后沙峪地区,110113004000	,顺义区,110113000000	,顺义区,110113000000	,北京市
天竺地区,110113005000	,顺义区,110113000000	,顺义区,110113000000	,北京市
杨镇地区,110113006000	,顺义区,110113000000	,顺义区,110113000000	,北京市
牛栏山地区,110113007000	,顺义区,110113000000	,顺义区,110113000000	,北京市
南法信地区,110113008000	,顺义区,110113000000	,顺义区,110113000000	,北京市
马坡地区,110113009000	,顺义区,110113000000	,顺义区,110113000000	,北京市
石园街道,110113010000	,顺义区,110113000000	,顺义区,110113000000	,北京市
空港街道,110113011000	,顺义区,110113000000	,顺义区,110113000000	,北京市
双丰街道,110113012000	,顺义区,110113000000	,顺义区,110113000000	,北京市
旺泉街道,110113013000	,顺义区,110113000000	,顺义区,110113000000	,北京市
高丽营镇,110113101000	,顺义区,110113000000	,顺义区,110113000000	,北京市
李桥镇,110113104000	,顺义区,110113000000	,顺义区,110113000000	,北京市
李遂镇,110113105000	,顺义区,110113000000	,顺义区,110113000000	,北京市
南彩镇,110113106000	,顺义区,110113000000	,顺义区,110113000000	,北京市
北务镇,110113108000	,顺义区,110113000000	,顺义区,110113000000	,北京市
大孙各庄镇,110113109000	,顺义区,110113000000	,顺义区,110113000000	,北京市
张镇,110113110000	,顺义区,110113000000	,顺义区,110113000000	,北京市
龙湾屯镇,110113111000	,顺义区,110113000000	,顺义区,110113000000	,北京市
木林镇,110113112000	,顺义区,110113000000	,顺义区,110113000000	,北京市
北小营镇,110113113000	,顺义区,110113000000	,顺义区,110113000000	,北京市
北石槽镇,110113115000	,顺义区,110113000000	,顺义区,110113000000	,北京市
赵全营镇,110113116000	,顺义区,110113000000	,顺义区,110113000000	,北京市
城北街道,110114001000	,昌平区,110114000000	,昌平区,110114000000	,北京市
南口地区,110114002000	,昌平区,110114000000	,昌平区,110114000000	,北京市
马池口地区,110114003000	,昌平区,110114000000	,昌平区,110114000000	,北京市
沙河地区,110114004000	,昌平区,110114000000	,昌平区,110114000000	,北京市
城南街道,110114005000	,昌平区,110114000000	,昌平区,110114000000	,北京市
东小口地区,110114007000	,昌平区,110114000000	,昌平区,110114000000	,北京市
天通苑北街道,110114008000	,昌平区,110114000000	,昌平区,110114000000	,北京市
天通苑南街道,110114009000	,昌平区,110114000000	,昌平区,110114000000	,北京市
霍营街道,110114010000	,昌平区,110114000000	,昌平区,110114000000	,北京市
回龙观街道,110114011000	,昌平区,110114000000	,昌平区,110114000000	,北京市
龙泽园街道,110114012000	,昌平区,110114000000	,昌平区,110114000000	,北京市
史各庄街道,110114013000	,昌平区,110114000000	,昌平区,110114000000	,北京市
阳坊镇,110114104000	,昌平区,110114000000	,昌平区,110114000000	,北京市
小汤山镇,110114110000	,昌平区,110114000000	,昌平区,110114000000	,北京市
南邵镇,110114111000	,昌平区,110114000000	,昌平区,110114000000	,北京市
崔村镇,110114112000	,昌平区,110114000000	,昌平区,110114000000	,北京市
百善镇,110114113000	,昌平区,110114000000	,昌平区,110114000000	,北京市
北七家镇,110114115000	,昌平区,110114000000	,昌平区,110114000000	,北京市
兴寿镇,110114116000	,昌平区,110114000000	,昌平区,110114000000	,北京市
流村镇,110114118000	,昌平区,110114000000	,昌平区,110114000000	,北京市
十三陵镇,110114119000	,昌平区,110114000000	,昌平区,110114000000	,北京市
延寿镇,110114120000	,昌平区,110114000000	,昌平区,110114000000	,北京市
兴丰街道,110115001000	,大兴区,110115000000	,大兴区,110115000000	,北京市
林校路街道,110115002000	,大兴区,110115000000	,大兴区,110115000000	,北京市
清源街道,110115003000	,大兴区,110115000000	,大兴区,110115000000	,北京市
亦庄地区,110115004000	,大兴区,110115000000	,大兴区,110115000000	,北京市
黄村地区,110115005000	,大兴区,110115000000	,大兴区,110115000000	,北京市
旧宫地区,110115006000	,大兴区,110115000000	,大兴区,110115000000	,北京市
西红门地区,110115007000	,大兴区,110115000000	,大兴区,110115000000	,北京市
瀛海地区,110115008000	,大兴区,110115000000	,大兴区,110115000000	,北京市
观音寺街道,110115009000	,大兴区,110115000000	,大兴区,110115000000	,北京市
天宫院街道,110115010000	,大兴区,110115000000	,大兴区,110115000000	,北京市
高米店街道,110115011000	,大兴区,110115000000	,大兴区,110115000000	,北京市
荣华街道,110115012000	,大兴区,110115000000	,大兴区,110115000000	,北京市
博兴街道,110115013000	,大兴区,110115000000	,大兴区,110115000000	,北京市
青云店镇,110115103000	,大兴区,110115000000	,大兴区,110115000000	,北京市
采育镇,110115104000	,大兴区,110115000000	,大兴区,110115000000	,北京市
安定镇,110115105000	,大兴区,110115000000	,大兴区,110115000000	,北京市
礼贤镇,110115106000	,大兴区,110115000000	,大兴区,110115000000	,北京市
榆垡镇,110115107000	,大兴区,110115000000	,大兴区,110115000000	,北京市
庞各庄镇,110115108000	,大兴区,110115000000	,大兴区,110115000000	,北京市
北臧村镇,110115109000	,大兴区,110115000000	,大兴区,110115000000	,北京市
魏善庄镇,110115110000	,大兴区,110115000000	,大兴区,110115000000	,北京市
长子营镇,110115111000	,大兴区,110115000000	,大兴区,110115000000	,北京市
北京经济技术开发区,110115403000	,大兴区,110115000000	,大兴区,110115000000	,北京市
中关村国家自主创新示范区大兴生物医药产业基地,110115404000	,大兴区,110115000000	,大兴区,110115000000	,北京市
国家新媒体产业基地,110115405000	,大兴区,110115000000	,大兴区,110115000000	,北京市
大兴国际机场,110115406000	,大兴区,110115000000	,大兴区,110115000000	,北京市
泉河街道,110116001000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
龙山街道,110116002000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
怀柔地区,110116003000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
雁栖地区,110116004000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
庙城地区,110116005000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
北房镇,110116102000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
杨宋镇,110116103000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
桥梓镇,110116105000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
怀北镇,110116106000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
汤河口镇,110116107000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
渤海镇,110116108000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
九渡河镇,110116109000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
琉璃庙镇,110116110000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
宝山镇,110116111000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
长哨营满族乡,110116211000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
喇叭沟门满族乡,110116213000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
北京雁栖经济开发区,110116400000	,怀柔区,110116000000	,怀柔区,110116000000	,北京市
滨河街道,110117001000	,平谷区,110117000000	,平谷区,110117000000	,北京市
兴谷街道,110117002000	,平谷区,110117000000	,平谷区,110117000000	,北京市
渔阳地区,110117003000	,平谷区,110117000000	,平谷区,110117000000	,北京市
峪口地区,110117004000	,平谷区,110117000000	,平谷区,110117000000	,北京市
马坊地区,110117005000	,平谷区,110117000000	,平谷区,110117000000	,北京市
金海湖地区,110117006000	,平谷区,110117000000	,平谷区,110117000000	,北京市
东高村镇,110117101000	,平谷区,110117000000	,平谷区,110117000000	,北京市
山东庄镇,110117102000	,平谷区,110117000000	,平谷区,110117000000	,北京市
南独乐河镇,110117104000	,平谷区,110117000000	,平谷区,110117000000	,北京市
大华山镇,110117105000	,平谷区,110117000000	,平谷区,110117000000	,北京市
夏各庄镇,110117106000	,平谷区,110117000000	,平谷区,110117000000	,北京市
马昌营镇,110117108000	,平谷区,110117000000	,平谷区,110117000000	,北京市
王辛庄镇,110117110000	,平谷区,110117000000	,平谷区,110117000000	,北京市
大兴庄镇,110117111000	,平谷区,110117000000	,平谷区,110117000000	,北京市
刘家店镇,110117112000	,平谷区,110117000000	,平谷区,110117000000	,北京市
镇罗营镇,110117114000	,平谷区,110117000000	,平谷区,110117000000	,北京市
黄松峪乡,110117213000	,平谷区,110117000000	,平谷区,110117000000	,北京市
熊儿寨乡,110117214000	,平谷区,110117000000	,平谷区,110117000000	,北京市
鼓楼街道,110118001000	,密云区,110118000000	,密云区,110118000000	,北京市
果园街道,110118002000	,密云区,110118000000	,密云区,110118000000	,北京市
檀营地区,110118003000	,密云区,110118000000	,密云区,110118000000	,北京市
密云镇,110118100000	,密云区,110118000000	,密云区,110118000000	,北京市
溪翁庄镇,110118101000	,密云区,110118000000	,密云区,110118000000	,北京市
西田各庄镇,110118102000	,密云区,110118000000	,密云区,110118000000	,北京市
十里堡镇,110118103000	,密云区,110118000000	,密云区,110118000000	,北京市
河南寨镇,110118104000	,密云区,110118000000	,密云区,110118000000	,北京市
巨各庄镇,110118105000	,密云区,110118000000	,密云区,110118000000	,北京市
穆家峪镇,110118106000	,密云区,110118000000	,密云区,110118000000	,北京市
太师屯镇,110118107000	,密云区,110118000000	,密云区,110118000000	,北京市
高岭镇,110118108000	,密云区,110118000000	,密云区,110118000000	,北京市
不老屯镇,110118109000	,密云区,110118000000	,密云区,110118000000	,北京市
冯家峪镇,110118110000	,密云区,110118000000	,密云区,110118000000	,北京市
古北口镇,110118111000	,密云区,110118000000	,密云区,110118000000	,北京市
大城子镇,110118112000	,密云区,110118000000	,密云区,110118000000	,北京市
东邵渠镇,110118113000	,密云区,110118000000	,密云区,110118000000	,北京市
北庄镇,110118114000	,密云区,110118000000	,密云区,110118000000	,北京市
新城子镇,110118115000	,密云区,110118000000	,密云区,110118000000	,北京市
石城镇,110118116000	,密云区,110118000000	,密云区,110118000000	,北京市
北京密云经济开发区,110118400000	,密云区,110118000000	,密云区,110118000000	,北京市
百泉街道,110119001000	,延庆区,110119000000	,延庆区,110119000000	,北京市
香水园街道,110119002000	,延庆区,110119000000	,延庆区,110119000000	,北京市
儒林街道,110119003000	,延庆区,110119000000	,延庆区,110119000000	,北京市
延庆镇,110119100000	,延庆区,110119000000	,延庆区,110119000000	,北京市
康庄镇,110119101000	,延庆区,110119000000	,延庆区,110119000000	,北京市
八达岭镇,110119102000	,延庆区,110119000000	,延庆区,110119000000	,北京市
永宁镇,110119103000	,延庆区,110119000000	,延庆区,110119000000	,北京市
旧县镇,110119104000	,延庆区,110119000000	,延庆区,110119000000	,北京市
张山营镇,110119105000	,延庆区,110119000000	,延庆区,110119000000	,北京市
四海镇,110119106000	,延庆区,110119000000	,延庆区,110119000000	,北京市
千家店镇,110119107000	,延庆区,110119000000	,延庆区,110119000000	,北京市
沈家营镇,110119108000	,延庆区,110119000000	,延庆区,110119000000	,北京市
大榆树镇,110119109000	,延庆区,110119000000	,延庆区,110119000000	,北京市
井庄镇,110119110000	,延庆区,110119000000	,延庆区,110119000000	,北京市
大庄科乡,110119200000	,延庆区,110119000000	,延庆区,110119000000	,北京市
刘斌堡乡,110119201000	,延庆区,110119000000	,延庆区,110119000000	,北京市
香营乡,110119202000	,延庆区,110119000000	,延庆区,110119000000	,北京市
珍珠泉乡,110119203000	,延庆区,110119000000	,延庆区,110119000000	,北京市
劝业场街道,120101001000	,和平区,120101000000	,和平区,120101000000	,天津市
小白楼街道,120101002000	,和平区,120101000000	,和平区,120101000000	,天津市
五大道街道,120101003000	,和平区,120101000000	,和平区,120101000000	,天津市
新兴街道,120101004000	,和平区,120101000000	,和平区,120101000000	,天津市
南营门街道,120101005000	,和平区,120101000000	,和平区,120101000000	,天津市
南市街道,120101006000	,和平区,120101000000	,和平区,120101000000	,天津市
大王庄街道,120102001000	,河东区,120102000000	,河东区,120102000000	,天津市
大直沽街道,120102002000	,河东区,120102000000	,河东区,120102000000	,天津市
中山门街道,120102003000	,河东区,120102000000	,河东区,120102000000	,天津市
富民路街道,120102004000	,河东区,120102000000	,河东区,120102000000	,天津市
二号桥街道,120102005000	,河东区,120102000000	,河东区,120102000000	,天津市
春华街道,120102006000	,河东区,120102000000	,河东区,120102000000	,天津市
唐家口街道,120102007000	,河东区,120102000000	,河东区,120102000000	,天津市
向阳楼街道,120102008000	,河东区,120102000000	,河东区,120102000000	,天津市
常州道街道,120102009000	,河东区,120102000000	,河东区,120102000000	,天津市
上杭路街道,120102010000	,河东区,120102000000	,河东区,120102000000	,天津市
东新街道,120102011000	,河东区,120102000000	,河东区,120102000000	,天津市
鲁山道街道,120102012000	,河东区,120102000000	,河东区,120102000000	,天津市
天津铁厂街道,120102013000	,河东区,120102000000	,河东区,120102000000	,天津市
大营门街道,120103001000	,河西区,120103000000	,河西区,120103000000	,天津市
下瓦房街道,120103002000	,河西区,120103000000	,河西区,120103000000	,天津市
桃园街道,120103003000	,河西区,120103000000	,河西区,120103000000	,天津市
挂甲寺街道,120103004000	,河西区,120103000000	,河西区,120103000000	,天津市
马场街道,120103005000	,河西区,120103000000	,河西区,120103000000	,天津市
越秀路街道,120103006000	,河西区,120103000000	,河西区,120103000000	,天津市
