街道,区划代码,县区,区划代码,城市,区划代码,省份
故城镇,140429104000	,武乡县,140429000000	,武乡县,140429000000	,山西省
墨镫乡,140429200000	,武乡县,140429000000	,武乡县,140429000000	,山西省
韩北乡,140429201000	,武乡县,140429000000	,武乡县,140429000000	,山西省
大有乡,140429202000	,武乡县,140429000000	,武乡县,140429000000	,山西省
贾豁乡,140429203000	,武乡县,140429000000	,武乡县,140429000000	,山西省
故县乡,140429204000	,武乡县,140429000000	,武乡县,140429000000	,山西省
上司乡,140429205000	,武乡县,140429000000	,武乡县,140429000000	,山西省
石北乡,140429206000	,武乡县,140429000000	,武乡县,140429000000	,山西省
涌泉乡,140429207000	,武乡县,140429000000	,武乡县,140429000000	,山西省
分水岭乡,140429208000	,武乡县,140429000000	,武乡县,140429000000	,山西省
武乡经济技术开发区,140429400000	,武乡县,140429000000	,武乡县,140429000000	,山西省
定昌镇,140430100000	,沁县,140430000000	,沁县,140430000000	,山西省
郭村镇,140430101000	,沁县,140430000000	,沁县,140430000000	,山西省
故县镇,140430102000	,沁县,140430000000	,沁县,140430000000	,山西省
新店镇,140430103000	,沁县,140430000000	,沁县,140430000000	,山西省
漳源镇,140430104000	,沁县,140430000000	,沁县,140430000000	,山西省
册村镇,140430105000	,沁县,140430000000	,沁县,140430000000	,山西省
段柳乡,140430200000	,沁县,140430000000	,沁县,140430000000	,山西省
松村乡,140430201000	,沁县,140430000000	,沁县,140430000000	,山西省
次村乡,140430202000	,沁县,140430000000	,沁县,140430000000	,山西省
牛寺乡,140430203000	,沁县,140430000000	,沁县,140430000000	,山西省
南里乡,140430204000	,沁县,140430000000	,沁县,140430000000	,山西省
南泉乡,140430205000	,沁县,140430000000	,沁县,140430000000	,山西省
杨安乡,140430206000	,沁县,140430000000	,沁县,140430000000	,山西省
沁县现代农业产业示范区,140430400000	,沁县,140430000000	,沁县,140430000000	,山西省
沁河镇,140431100000	,沁源县,140431000000	,沁源县,140431000000	,山西省
郭道镇,140431101000	,沁源县,140431000000	,沁源县,140431000000	,山西省
灵空山镇,140431102000	,沁源县,140431000000	,沁源县,140431000000	,山西省
王和镇,140431103000	,沁源县,140431000000	,沁源县,140431000000	,山西省
李元镇,140431104000	,沁源县,140431000000	,沁源县,140431000000	,山西省
王陶镇,140431106000	,沁源县,140431000000	,沁源县,140431000000	,山西省
中峪乡,140431200000	,沁源县,140431000000	,沁源县,140431000000	,山西省
法中乡,140431201000	,沁源县,140431000000	,沁源县,140431000000	,山西省
交口乡,140431202000	,沁源县,140431000000	,沁源县,140431000000	,山西省
聪子峪乡,140431203000	,沁源县,140431000000	,沁源县,140431000000	,山西省
韩洪乡,140431204000	,沁源县,140431000000	,沁源县,140431000000	,山西省
官滩乡,140431205000	,沁源县,140431000000	,沁源县,140431000000	,山西省
景凤乡,140431206000	,沁源县,140431000000	,沁源县,140431000000	,山西省
赤石桥乡,140431207000	,沁源县,140431000000	,沁源县,140431000000	,山西省
沁源经济技术开发区,140431400000	,沁源县,140431000000	,沁源县,140431000000	,山西省
长治高新技术开发区城北街街道,140471400000	,山西长治高新技术产业园区,140471000000	,山西长治高新技术产业园区,140471000000	,山西省
东街街道,140502001000	,城区,140502000000	,城区,140502000000	,山西省
西街街道,140502002000	,城区,140502000000	,城区,140502000000	,山西省
南街街道,140502003000	,城区,140502000000	,城区,140502000000	,山西省
北街街道,140502004000	,城区,140502000000	,城区,140502000000	,山西省
钟家庄街道,140502006000	,城区,140502000000	,城区,140502000000	,山西省
西上庄街道,140502007000	,城区,140502000000	,城区,140502000000	,山西省
开发区街道,140502009000	,城区,140502000000	,城区,140502000000	,山西省
北石店镇,140502100000	,城区,140502000000	,城区,140502000000	,山西省
龙港镇,140521100000	,沁水县,140521000000	,沁水县,140521000000	,山西省
中村镇,140521101000	,沁水县,140521000000	,沁水县,140521000000	,山西省
郑庄镇,140521102000	,沁水县,140521000000	,沁水县,140521000000	,山西省
端氏镇,140521103000	,沁水县,140521000000	,沁水县,140521000000	,山西省
嘉峰镇,140521104000	,沁水县,140521000000	,沁水县,140521000000	,山西省
郑村镇,140521105000	,沁水县,140521000000	,沁水县,140521000000	,山西省
柿庄镇,140521106000	,沁水县,140521000000	,沁水县,140521000000	,山西省
樊村河乡,140521200000	,沁水县,140521000000	,沁水县,140521000000	,山西省
土沃乡,140521201000	,沁水县,140521000000	,沁水县,140521000000	,山西省
张村乡,140521202000	,沁水县,140521000000	,沁水县,140521000000	,山西省
苏庄乡,140521203000	,沁水县,140521000000	,沁水县,140521000000	,山西省
胡底乡,140521204000	,沁水县,140521000000	,沁水县,140521000000	,山西省
固县乡,140521205000	,沁水县,140521000000	,沁水县,140521000000	,山西省
十里乡,140521206000	,沁水县,140521000000	,沁水县,140521000000	,山西省
凤城镇,140522100000	,阳城县,140522000000	,阳城县,140522000000	,山西省
北留镇,140522101000	,阳城县,140522000000	,阳城县,140522000000	,山西省
润城镇,140522102000	,阳城县,140522000000	,阳城县,140522000000	,山西省
町店镇,140522103000	,阳城县,140522000000	,阳城县,140522000000	,山西省
芹池镇,140522104000	,阳城县,140522000000	,阳城县,140522000000	,山西省
次营镇,140522105000	,阳城县,140522000000	,阳城县,140522000000	,山西省
横河镇,140522106000	,阳城县,140522000000	,阳城县,140522000000	,山西省
河北镇,140522107000	,阳城县,140522000000	,阳城县,140522000000	,山西省
蟒河镇,140522108000	,阳城县,140522000000	,阳城县,140522000000	,山西省
东冶镇,140522109000	,阳城县,140522000000	,阳城县,140522000000	,山西省
白桑乡,140522200000	,阳城县,140522000000	,阳城县,140522000000	,山西省
寺头乡,140522201000	,阳城县,140522000000	,阳城县,140522000000	,山西省
西河乡,140522202000	,阳城县,140522000000	,阳城县,140522000000	,山西省
演礼乡,140522203000	,阳城县,140522000000	,阳城县,140522000000	,山西省
固隆乡,140522204000	,阳城县,140522000000	,阳城县,140522000000	,山西省
董封乡,140522205000	,阳城县,140522000000	,阳城县,140522000000	,山西省
驾岭乡,140522206000	,阳城县,140522000000	,阳城县,140522000000	,山西省
崇文镇,140524100000	,陵川县,140524000000	,陵川县,140524000000	,山西省
礼义镇,140524101000	,陵川县,140524000000	,陵川县,140524000000	,山西省
附城镇,140524102000	,陵川县,140524000000	,陵川县,140524000000	,山西省
西河底镇,140524103000	,陵川县,140524000000	,陵川县,140524000000	,山西省
平城镇,140524104000	,陵川县,140524000000	,陵川县,140524000000	,山西省
杨村镇,140524105000	,陵川县,140524000000	,陵川县,140524000000	,山西省
潞城镇,140524106000	,陵川县,140524000000	,陵川县,140524000000	,山西省
夺火乡,140524204000	,陵川县,140524000000	,陵川县,140524000000	,山西省
马圪当乡,140524206000	,陵川县,140524000000	,陵川县,140524000000	,山西省
古郊乡,140524207000	,陵川县,140524000000	,陵川县,140524000000	,山西省
六泉乡,140524209000	,陵川县,140524000000	,陵川县,140524000000	,山西省
秦家庄乡,140524212000	,陵川县,140524000000	,陵川县,140524000000	,山西省
南村镇,140525100000	,泽州县,140525000000	,泽州县,140525000000	,山西省
下村镇,140525101000	,泽州县,140525000000	,泽州县,140525000000	,山西省
大东沟镇,140525102000	,泽州县,140525000000	,泽州县,140525000000	,山西省
周村镇,140525103000	,泽州县,140525000000	,泽州县,140525000000	,山西省
犁川镇,140525104000	,泽州县,140525000000	,泽州县,140525000000	,山西省
晋庙铺镇,140525105000	,泽州县,140525000000	,泽州县,140525000000	,山西省
金村镇,140525106000	,泽州县,140525000000	,泽州县,140525000000	,山西省
高都镇,140525107000	,泽州县,140525000000	,泽州县,140525000000	,山西省
巴公镇,140525108000	,泽州县,140525000000	,泽州县,140525000000	,山西省
大阳镇,140525109000	,泽州县,140525000000	,泽州县,140525000000	,山西省
山河镇,140525110000	,泽州县,140525000000	,泽州县,140525000000	,山西省
大箕镇,140525111000	,泽州县,140525000000	,泽州县,140525000000	,山西省
柳树口镇,140525112000	,泽州县,140525000000	,泽州县,140525000000	,山西省
北义城镇,140525113000	,泽州县,140525000000	,泽州县,140525000000	,山西省
川底乡,140525200000	,泽州县,140525000000	,泽州县,140525000000	,山西省
李寨乡,140525201000	,泽州县,140525000000	,泽州县,140525000000	,山西省
南岭乡,140525202000	,泽州县,140525000000	,泽州县,140525000000	,山西省
北城街道,140581001000	,高平市,140581000000	,高平市,140581000000	,山西省
东城街道,140581002000	,高平市,140581000000	,高平市,140581000000	,山西省
南城街道,140581003000	,高平市,140581000000	,高平市,140581000000	,山西省
米山镇,140581101000	,高平市,140581000000	,高平市,140581000000	,山西省
三甲镇,140581102000	,高平市,140581000000	,高平市,140581000000	,山西省
神农镇,140581103000	,高平市,140581000000	,高平市,140581000000	,山西省
陈区镇,140581104000	,高平市,140581000000	,高平市,140581000000	,山西省
北诗镇,140581105000	,高平市,140581000000	,高平市,140581000000	,山西省
河西镇,140581106000	,高平市,140581000000	,高平市,140581000000	,山西省
马村镇,140581107000	,高平市,140581000000	,高平市,140581000000	,山西省
野川镇,140581108000	,高平市,140581000000	,高平市,140581000000	,山西省
寺庄镇,140581109000	,高平市,140581000000	,高平市,140581000000	,山西省
建宁乡,140581201000	,高平市,140581000000	,高平市,140581000000	,山西省
石末乡,140581202000	,高平市,140581000000	,高平市,140581000000	,山西省
原村乡,140581203000	,高平市,140581000000	,高平市,140581000000	,山西省
永禄乡,140581204000	,高平市,140581000000	,高平市,140581000000	,山西省
北城街道,140602001000	,朔城区,140602000000	,朔城区,140602000000	,山西省
南城街道,140602002000	,朔城区,140602000000	,朔城区,140602000000	,山西省
神头街道,140602003000	,朔城区,140602000000	,朔城区,140602000000	,山西省
北旺庄街道,140602004000	,朔城区,140602000000	,朔城区,140602000000	,山西省
神头镇,140602100000	,朔城区,140602000000	,朔城区,140602000000	,山西省
利民镇,140602101000	,朔城区,140602000000	,朔城区,140602000000	,山西省
下团堡乡,140602200000	,朔城区,140602000000	,朔城区,140602000000	,山西省
小平易乡,140602201000	,朔城区,140602000000	,朔城区,140602000000	,山西省
滋润乡,140602202000	,朔城区,140602000000	,朔城区,140602000000	,山西省
福善庄乡,140602203000	,朔城区,140602000000	,朔城区,140602000000	,山西省
南榆林乡,140602204000	,朔城区,140602000000	,朔城区,140602000000	,山西省
贾庄乡,140602205000	,朔城区,140602000000	,朔城区,140602000000	,山西省
沙塄河乡,140602206000	,朔城区,140602000000	,朔城区,140602000000	,山西省
窑子头乡,140602207000	,朔城区,140602000000	,朔城区,140602000000	,山西省
张蔡庄乡,140602208000	,朔城区,140602000000	,朔城区,140602000000	,山西省
井坪镇,140603100000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
凤凰城镇,140603101000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
白堂乡,140603200000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
陶村乡,140603201000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
下水头乡,140603202000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
双碾乡,140603203000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
阻虎乡,140603204000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
高石庄乡,140603205000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
西水界乡,140603206000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
下面高乡,140603207000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
下木角乡,140603208000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
向阳堡乡,140603209000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
榆岭乡,140603210000	,平鲁区,140603000000	,平鲁区,140603000000	,山西省
玉井镇,140621100000	,山阴县,140621000000	,山阴县,140621000000	,山西省
北周庄镇,140621101000	,山阴县,140621000000	,山阴县,140621000000	,山西省
古城镇,140621102000	,山阴县,140621000000	,山阴县,140621000000	,山西省
岱岳镇,140621103000	,山阴县,140621000000	,山阴县,140621000000	,山西省
吴马营乡,140621200000	,山阴县,140621000000	,山阴县,140621000000	,山西省
马营乡,140621201000	,山阴县,140621000000	,山阴县,140621000000	,山西省
下喇叭乡,140621202000	,山阴县,140621000000	,山阴县,140621000000	,山西省
合盛堡乡,140621203000	,山阴县,140621000000	,山阴县,140621000000	,山西省
安荣乡,140621205000	,山阴县,140621000000	,山阴县,140621000000	,山西省
薛圐圙乡,140621206000	,山阴县,140621000000	,山阴县,140621000000	,山西省
后所乡,140621207000	,山阴县,140621000000	,山阴县,140621000000	,山西省
张家庄乡,140621208000	,山阴县,140621000000	,山阴县,140621000000	,山西省
马营庄乡,140621209000	,山阴县,140621000000	,山阴县,140621000000	,山西省
山阴农牧场,140621400000	,山阴县,140621000000	,山阴县,140621000000	,山西省
东城,140621401000	,山阴县,140621000000	,山阴县,140621000000	,山西省
西城,140621402000	,山阴县,140621000000	,山阴县,140621000000	,山西省
金城镇,140622100000	,应县,140622000000	,应县,140622000000	,山西省
南河种镇,140622101000	,应县,140622000000	,应县,140622000000	,山西省
下社镇,140622102000	,应县,140622000000	,应县,140622000000	,山西省
镇子梁乡,140622200000	,应县,140622000000	,应县,140622000000	,山西省
义井乡,140622201000	,应县,140622000000	,应县,140622000000	,山西省
臧寨乡,140622202000	,应县,140622000000	,应县,140622000000	,山西省
大黄巍乡,140622203000	,应县,140622000000	,应县,140622000000	,山西省
杏寨乡,140622204000	,应县,140622000000	,应县,140622000000	,山西省
下马峪乡,140622205000	,应县,140622000000	,应县,140622000000	,山西省
南泉乡,140622206000	,应县,140622000000	,应县,140622000000	,山西省
大临河乡,140622207000	,应县,140622000000	,应县,140622000000	,山西省
白马石乡,140622208000	,应县,140622000000	,应县,140622000000	,山西省
新城镇,140623100000	,右玉县,140623000000	,右玉县,140623000000	,山西省
右卫镇,140623101000	,右玉县,140623000000	,右玉县,140623000000	,山西省
威远镇,140623102000	,右玉县,140623000000	,右玉县,140623000000	,山西省
元堡子镇,140623103000	,右玉县,140623000000	,右玉县,140623000000	,山西省
牛心堡乡,140623200000	,右玉县,140623000000	,右玉县,140623000000	,山西省
白头里乡,140623201000	,右玉县,140623000000	,右玉县,140623000000	,山西省
高家堡乡,140623202000	,右玉县,140623000000	,右玉县,140623000000	,山西省
丁家窑乡,140623203000	,右玉县,140623000000	,右玉县,140623000000	,山西省
杨千河乡,140623204000	,右玉县,140623000000	,右玉县,140623000000	,山西省
李达窑乡,140623205000	,右玉县,140623000000	,右玉县,140623000000	,山西省
山西朔州经济开发区街道,140671400000	,山西朔州经济开发区,140671000000	,山西朔州经济开发区,140671000000	,山西省
云中镇,140681100000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
吴家窑镇,140681101000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
金沙滩镇,140681102000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
毛家皂镇,140681103000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
何家堡乡,140681200000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
新家园乡,140681201000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
亲和乡,140681202000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
海北头乡,140681203000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
马辛庄乡,140681204000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
河头乡,140681205000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
金沙滩农牧场,140681500000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
金沙滩林场,140681501000	,怀仁市,140681000000	,怀仁市,140681000000	,山西省
北关街道,140702001000	,榆次区,140702000000	,榆次区,140702000000	,山西省
锦纶街道,140702002000	,榆次区,140702000000	,榆次区,140702000000	,山西省
新华街道,140702003000	,榆次区,140702000000	,榆次区,140702000000	,山西省
西南街道,140702004000	,榆次区,140702000000	,榆次区,140702000000	,山西省
路西街道,140702005000	,榆次区,140702000000	,榆次区,140702000000	,山西省
经纬街道,140702006000	,榆次区,140702000000	,榆次区,140702000000	,山西省
安宁街道,140702007000	,榆次区,140702000000	,榆次区,140702000000	,山西省
新建街道,140702008000	,榆次区,140702000000	,榆次区,140702000000	,山西省
晋华街道,140702009000	,榆次区,140702000000	,榆次区,140702000000	,山西省
乌金山镇,140702100000	,榆次区,140702000000	,榆次区,140702000000	,山西省
东阳镇,140702101000	,榆次区,140702000000	,榆次区,140702000000	,山西省
什贴镇,140702102000	,榆次区,140702000000	,榆次区,140702000000	,山西省
长凝镇,140702103000	,榆次区,140702000000	,榆次区,140702000000	,山西省
北田镇,140702104000	,榆次区,140702000000	,榆次区,140702000000	,山西省
修文镇,140702105000	,榆次区,140702000000	,榆次区,140702000000	,山西省
郭家堡乡,140702200000	,榆次区,140702000000	,榆次区,140702000000	,山西省
张庆乡,140702201000	,榆次区,140702000000	,榆次区,140702000000	,山西省
庄子乡,140702202000	,榆次区,140702000000	,榆次区,140702000000	,山西省
东赵乡,140702203000	,榆次区,140702000000	,榆次区,140702000000	,山西省
山西转型综合改革示范区晋中开发区,140702401000	,榆次区,140702000000	,榆次区,140702000000	,山西省
榆次区使赵乡社会事务管理中心,140702402000	,榆次区,140702000000	,榆次区,140702000000	,山西省
明星镇,140703100000	,太谷区,140703000000	,太谷区,140703000000	,山西省
胡村镇,140703101000	,太谷区,140703000000	,太谷区,140703000000	,山西省
范村镇,140703102000	,太谷区,140703000000	,太谷区,140703000000	,山西省
侯城乡,140703200000	,太谷区,140703000000	,太谷区,140703000000	,山西省
北汪乡,140703201000	,太谷区,140703000000	,太谷区,140703000000	,山西省
水秀乡,140703202000	,太谷区,140703000000	,太谷区,140703000000	,山西省
阳邑乡,140703203000	,太谷区,140703000000	,太谷区,140703000000	,山西省
小白乡,140703204000	,太谷区,140703000000	,太谷区,140703000000	,山西省
任村乡,140703205000	,太谷区,140703000000	,太谷区,140703000000	,山西省
白塔区,140703401000	,太谷区,140703000000	,太谷区,140703000000	,山西省
北城区,140703402000	,太谷区,140703000000	,太谷区,140703000000	,山西省
南城区,140703403000	,太谷区,140703000000	,太谷区,140703000000	,山西省
箕城镇,140721100000	,榆社县,140721000000	,榆社县,140721000000	,山西省
云簇镇,140721101000	,榆社县,140721000000	,榆社县,140721000000	,山西省
郝北镇,140721102000	,榆社县,140721000000	,榆社县,140721000000	,山西省
社城镇,140721103000	,榆社县,140721000000	,榆社县,140721000000	,山西省
河峪乡,140721200000	,榆社县,140721000000	,榆社县,140721000000	,山西省
北寨乡,140721201000	,榆社县,140721000000	,榆社县,140721000000	,山西省
西马乡,140721202000	,榆社县,140721000000	,榆社县,140721000000	,山西省
岚峪乡,140721203000	,榆社县,140721000000	,榆社县,140721000000	,山西省
讲堂乡,140721204000	,榆社县,140721000000	,榆社县,140721000000	,山西省
城区,140721400000	,榆社县,140721000000	,榆社县,140721000000	,山西省
移民新区,140721401000	,榆社县,140721000000	,榆社县,140721000000	,山西省
辽阳镇,140722100000	,左权县,140722000000	,左权县,140722000000	,山西省
桐峪镇,140722101000	,左权县,140722000000	,左权县,140722000000	,山西省
麻田镇,140722102000	,左权县,140722000000	,左权县,140722000000	,山西省
芹泉镇,140722103000	,左权县,140722000000	,左权县,140722000000	,山西省
拐儿镇,140722104000	,左权县,140722000000	,左权县,140722000000	,山西省
寒王乡,140722200000	,左权县,140722000000	,左权县,140722000000	,山西省
石匣乡,140722201000	,左权县,140722000000	,左权县,140722000000	,山西省
龙泉乡,140722202000	,左权县,140722000000	,左权县,140722000000	,山西省
粟城乡,140722203000	,左权县,140722000000	,左权县,140722000000	,山西省
羊角乡,140722204000	,左权县,140722000000	,左权县,140722000000	,山西省
城区,140722400000	,左权县,140722000000	,左权县,140722000000	,山西省
义兴镇,140723100000	,和顺县,140723000000	,和顺县,140723000000	,山西省
李阳镇,140723101000	,和顺县,140723000000	,和顺县,140723000000	,山西省
松烟镇,140723102000	,和顺县,140723000000	,和顺县,140723000000	,山西省
青城镇,140723103000	,和顺县,140723000000	,和顺县,140723000000	,山西省
横岭镇,140723104000	,和顺县,140723000000	,和顺县,140723000000	,山西省
喂马乡,140723200000	,和顺县,140723000000	,和顺县,140723000000	,山西省
平松乡,140723201000	,和顺县,140723000000	,和顺县,140723000000	,山西省
牛川乡,140723202000	,和顺县,140723000000	,和顺县,140723000000	,山西省
马坊乡,140723203000	,和顺县,140723000000	,和顺县,140723000000	,山西省
阳光占乡,140723204000	,和顺县,140723000000	,和顺县,140723000000	,山西省
城区,140723400000	,和顺县,140723000000	,和顺县,140723000000	,山西省
乐平镇,140724100000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
皋落镇,140724101000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
冶头镇,140724102000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
沾尚镇,140724103000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
大寨镇,140724104000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
李家庄乡,140724200000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
界都乡,140724201000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
三都乡,140724202000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
赵壁乡,140724203000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
孔氏乡,140724204000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
闫庄乡,140724205000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
西寨乡,140724206000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
城区社区,140724400000	,昔阳县,140724000000	,昔阳县,140724000000	,山西省
朝阳镇,140725100000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
南燕竹镇,140725101000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
宗艾镇,140725102000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
平头镇,140725103000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
松塔镇,140725104000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
西洛镇,140725105000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
尹灵芝镇,140725106000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
平舒乡,140725200000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
解愁乡,140725201000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
温家庄乡,140725202000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
景尚乡,140725203000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
上湖乡,140725204000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
羊头崖乡,140725205000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
马首乡,140725206000	,寿阳县,140725000000	,寿阳县,140725000000	,山西省
昭馀镇,140727100000	,祁县,140727000000	,祁县,140727000000	,山西省
东观镇,140727101000	,祁县,140727000000	,祁县,140727000000	,山西省
古县镇,140727102000	,祁县,140727000000	,祁县,140727000000	,山西省
贾令镇,140727103000	,祁县,140727000000	,祁县,140727000000	,山西省
城赵镇,140727104000	,祁县,140727000000	,祁县,140727000000	,山西省
来远镇,140727105000	,祁县,140727000000	,祁县,140727000000	,山西省
西六支乡,140727200000	,祁县,140727000000	,祁县,140727000000	,山西省
峪口乡,140727201000	,祁县,140727000000	,祁县,140727000000	,山西省
祁县经济开发区,140727400000	,祁县,140727000000	,祁县,140727000000	,山西省
昌源城区,140727401000	,祁县,140727000000	,祁县,140727000000	,山西省
丹枫城区,140727402000	,祁县,140727000000	,祁县,140727000000	,山西省
麓台城区,140727403000	,祁县,140727000000	,祁县,140727000000	,山西省
古城街道,140728001000	,平遥县,140728000000	,平遥县,140728000000	,山西省
城东街道,140728002000	,平遥县,140728000000	,平遥县,140728000000	,山西省
城西街道,140728003000	,平遥县,140728000000	,平遥县,140728000000	,山西省
古陶镇,140728100000	,平遥县,140728000000	,平遥县,140728000000	,山西省
段村镇,140728101000	,平遥县,140728000000	,平遥县,140728000000	,山西省
东泉镇,140728102000	,平遥县,140728000000	,平遥县,140728000000	,山西省
洪善镇,140728103000	,平遥县,140728000000	,平遥县,140728000000	,山西省
宁固镇,140728104000	,平遥县,140728000000	,平遥县,140728000000	,山西省
南政乡,140728200000	,平遥县,140728000000	,平遥县,140728000000	,山西省
中都乡,140728201000	,平遥县,140728000000	,平遥县,140728000000	,山西省
岳壁乡,140728202000	,平遥县,140728000000	,平遥县,140728000000	,山西省
卜宜乡,140728203000	,平遥县,140728000000	,平遥县,140728000000	,山西省
孟山乡,140728204000	,平遥县,140728000000	,平遥县,140728000000	,山西省
朱坑乡,140728205000	,平遥县,140728000000	,平遥县,140728000000	,山西省
襄垣乡,140728206000	,平遥县,140728000000	,平遥县,140728000000	,山西省
杜家庄乡,140728207000	,平遥县,140728000000	,平遥县,140728000000	,山西省
香乐乡,140728208000	,平遥县,140728000000	,平遥县,140728000000	,山西省
翠峰镇,140729100000	,灵石县,140729000000	,灵石县,140729000000	,山西省
静升镇,140729101000	,灵石县,140729000000	,灵石县,140729000000	,山西省
两渡镇,140729102000	,灵石县,140729000000	,灵石县,140729000000	,山西省
夏门镇,140729103000	,灵石县,140729000000	,灵石县,140729000000	,山西省
南关镇,140729104000	,灵石县,140729000000	,灵石县,140729000000	,山西省
段纯镇,140729105000	,灵石县,140729000000	,灵石县,140729000000	,山西省
马和乡,140729200000	,灵石县,140729000000	,灵石县,140729000000	,山西省
英武乡,140729201000	,灵石县,140729000000	,灵石县,140729000000	,山西省
王禹乡,140729202000	,灵石县,140729000000	,灵石县,140729000000	,山西省
坛镇乡,140729203000	,灵石县,140729000000	,灵石县,140729000000	,山西省
梁家焉乡,140729204000	,灵石县,140729000000	,灵石县,140729000000	,山西省
交口乡,140729205000	,灵石县,140729000000	,灵石县,140729000000	,山西省
灵石县东城社会事务服务中心,140729400000	,灵石县,140729000000	,灵石县,140729000000	,山西省
灵石县西城社会事务服务中心,140729401000	,灵石县,140729000000	,灵石县,140729000000	,山西省
灵石县北城社会事务服务中心,140729402000	,灵石县,140729000000	,灵石县,140729000000	,山西省
北关街道,140781001000	,介休市,140781000000	,介休市,140781000000	,山西省
西关街道,140781002000	,介休市,140781000000	,介休市,140781000000	,山西省
东南街道,140781003000	,介休市,140781000000	,介休市,140781000000	,山西省
西南街道,140781004000	,介休市,140781000000	,介休市,140781000000	,山西省
北坛街道,140781005000	,介休市,140781000000	,介休市,140781000000	,山西省
义安镇,140781100000	,介休市,140781000000	,介休市,140781000000	,山西省
张兰镇,140781101000	,介休市,140781000000	,介休市,140781000000	,山西省
连福镇,140781102000	,介休市,140781000000	,介休市,140781000000	,山西省
洪山镇,140781103000	,介休市,140781000000	,介休市,140781000000	,山西省
龙凤镇,140781104000	,介休市,140781000000	,介休市,140781000000	,山西省
绵山镇,140781105000	,介休市,140781000000	,介休市,140781000000	,山西省
义棠镇,140781106000	,介休市,140781000000	,介休市,140781000000	,山西省
城关乡,140781200000	,介休市,140781000000	,介休市,140781000000	,山西省
宋古乡,140781201000	,介休市,140781000000	,介休市,140781000000	,山西省
三佳乡,140781202000	,介休市,140781000000	,介休市,140781000000	,山西省
中城街道,140802001000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
东城街道,140802002000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
西城街道,140802003000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
南城街道,140802004000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
北城街道,140802005000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
安邑街道,140802006000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
大渠街道,140802007000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
姚孟街道,140802008000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
解州镇,140802100000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
龙居镇,140802101000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
北相镇,140802102000	,盐湖区,140802000000	,盐湖区,140802000000	,山西省
